text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
delivery person delivered wrong item instead of ordered product,logistics,0,0,4,fallback_support,0,3,2
delivery extremely late,logistics,0,0,0,delay,0,3,2
delivery partner rude shouted and threatened to throw parcel,logistics,0,0,3,behaviour,0,3,2
delivery person rude refused to read address,logistics,0,0,3,behaviour,0,3,2
professional service,logistics,1,1,4,fallback_support,2,0,0
Already very nice process,logistics,2,2,4,fallback_support,2,1,0
fake item delivered fraud case,logistics,0,0,4,fallback_support,0,4,3
delivery partner extremely rude worst experience,logistics,0,0,3,behaviour,0,3,2
deliver person helped despite address misprint,logistics,2,2,4,fallback_support,2,1,0
appreciate pramod for excellent polite service,logistics,2,2,4,fallback_support,2,1,0
reluctant doorstep delivery repeated issue,logistics,0,0,4,fallback_support,0,3,2
company cheated wrong product delivered,logistics,0,0,4,fallback_support,0,4,3
waste service,logistics,0,0,4,fallback_support,1,0,1
delivery partner raised false info,logistics,0,0,4,fallback_support,1,0,1
delivery delayed by one day from tracking system,logistics,1,0,0,delay,0,2,2
superb experience,logistics,2,2,4,fallback_support,2,1,0
share delivery executive number,logistics,1,1,4,fallback_support,1,0,0
did not order this product cash taken need refund,logistics,0,0,7,refund,0,4,3
courier person needs training,logistics,1,1,4,fallback_support,1,0,0
fast secure delivery,logistics,1,1,4,fallback_support,2,0,0
delivery boy very helpful and friendly,logistics,2,2,4,fallback_support,2,1,0
pricing mismatch between charged amount and offer price,logistics,0,0,6,pricing,1,0,0
fraud you,logistics,0,0,4,fallback_support,1,4,3
delivery person nice and helpful,logistics,2,2,4,fallback_support,2,1,0
unclear feedback,logistics,1,2,6,pricing,1,0,0
fraud empty box delivered serious issue,logistics,1,0,2,damage_lost,0,4,3
good service thank you,logistics,2,2,4,fallback_support,2,1,0
pathetic experience forced office pickup,logistics,0,0,4,fallback_support,1,0,1
strong dissatisfaction delivery delayed,logistics,0,0,0,delay,0,3,2
false daily status updates claiming address incomplete,logistics,0,0,4,fallback_support,1,0,1
well spoken and very professional delivery person,logistics,2,2,4,fallback_support,2,1,0
thank you for delivery service liked it,logistics,2,2,4,fallback_support,2,1,0
very fast delivery happy,logistics,2,2,4,fallback_support,2,1,0
delivery agent confirmed availability but delayed delivery,logistics,1,0,0,delay,0,2,2
didnt receive my order,logistics,0,0,4,fallback_support,1,0,1
shiva delivers promptly with care,logistics,2,2,4,fallback_support,2,1,0
why consignment late despite early arrival,logistics,1,0,0,delay,0,0,1
delivery message shown but item not received,logistics,1,1,2,damage_lost,0,0,0
do not delay service,logistics,1,0,0,delay,0,2,2
happy with service,logistics,2,2,4,fallback_support,2,1,0
delivery executive very good and polite respectful great service,logistics,2,2,4,fallback_support,2,1,0
wrong item received,logistics,1,0,4,fallback_support,0,0,0
fast delivery on time,logistics,2,2,4,fallback_support,2,1,0
delivery person professional and helpful,logistics,2,2,4,fallback_support,2,1,0
want return order,logistics,1,1,7,refund,1,0,0
no comments,logistics,1,1,4,fallback_support,1,0,0
could day faster,logistics,2,2,4,fallback_support,2,1,0
welcome kit not delivered even after week,logistics,0,0,4,fallback_support,0,3,2
product nice,logistics,2,2,4,fallback_support,2,1,0
genuine courier company reaches on time and delivers safely thank you bluedart,logistics,2,2,4,fallback_support,2,1,0
superb,logistics,1,1,4,fallback_support,1,0,0
loan issue mentioned,logistics,1,0,4,fallback_support,0,0,0
very good service respect keep it up,logistics,2,2,4,fallback_support,2,1,0
trustworthy courier partner,logistics,2,2,4,fallback_support,2,1,0
service extremely poor unacceptable,logistics,1,1,4,fallback_support,0,0,0
delivery done without phone call,logistics,1,1,4,support,1,0,0
self collected parcel,logistics,1,1,4,fallback_support,1,0,0
customer should be informed before delivery,logistics,1,1,4,fallback_support,1,0,0
delivery refused asked self pickup,logistics,0,0,4,fallback_support,1,0,1
want return,logistics,1,1,7,refund,1,0,0
delivery boy argued at doorstep,logistics,0,0,3,behaviour,1,0,2
delivery shows delivered but package not received,logistics,0,0,2,damage_lost,0,4,3
didnt receive complimentary gift,logistics,0,0,4,fallback_support,1,0,1
perfect delivery experience,logistics,2,2,4,fallback_support,2,1,0
delivery person did not return balance amount,logistics,0,0,7,refund,0,4,3
technical issue in app resolved by customer care overall smooth account opening experience,logistics,2,0,4,support,0,1,0
good time management,logistics,1,2,4,fallback_support,2,1,0
avoid mis-selling,logistics,1,1,4,fallback_support,1,0,0
delivery boy very rude,logistics,0,0,3,behaviour,0,3,2
it not my product,logistics,1,1,4,fallback_support,1,0,0
one day delay at airport,logistics,1,0,0,delay,0,2,2
delivery staff reached on time good job,logistics,2,2,4,fallback_support,2,1,0
delivery person polite prompt,logistics,2,2,4,fallback_support,2,1,0
professional delivery service,logistics,1,1,4,fallback_support,2,0,0
product quality unsatisfactory,logistics,0,0,4,fallback_support,1,0,1
pincode error delayed delivery,logistics,0,0,0,delay,0,3,2
good delivery boy,logistics,2,2,4,fallback_support,2,1,0
duplicate earbuds delivered instead of original,logistics,1,1,4,fallback_support,1,0,0
not delivered to home,logistics,1,0,4,fallback_support,0,0,0
random text,logistics,1,1,4,fallback_support,1,0,0
professional delivery handling,logistics,1,1,4,fallback_support,2,0,0
very bad service order delivered one day late,logistics,0,0,0,delay,0,3,2
contact you but you dont updated address of your delivery hub in my hometown upon ask for number of any executive present here tell thats it personal can not share provide my number yet delivery executive dial just one number which didnt even connect he straight away reschedule delivery attempt next which holiday get know after reach hubthese many flaw do frustrate me quite well,logistics,0,0,4,support,1,0,1
package arrived open but product intact and fine,logistics,2,2,4,fallback_support,2,1,0
"Good relationship manager 
",logistics,2,2,4,fallback_support,2,1,0
bad very bad,logistics,0,0,4,fallback_support,0,3,2
provide valid information to customers,logistics,1,1,4,fallback_support,1,0,0
very poor delivery experience,logistics,0,0,4,fallback_support,0,3,2
foreign text,logistics,1,1,4,fallback_support,1,0,0
didnt receive any courier,logistics,0,0,4,fallback_support,1,0,1
service very good receive my order more early then expect,logistics,2,2,4,fallback_support,2,1,0
bad service repeated calls,logistics,0,0,4,support,0,3,2
provide delivery boy contact number,logistics,1,1,4,support,1,0,0
sender fraud no accountability,logistics,0,0,4,fallback_support,1,4,3
delivery agent contacted only once then rescheduled repeatedly,logistics,0,0,4,support,1,0,1
delivery agent did not allow checking parcel,logistics,0,0,4,fallback_support,1,0,1
it quick efficient,logistics,1,1,4,fallback_support,2,0,0
not receive delivery,logistics,1,1,4,fallback_support,1,0,0
ok send,logistics,1,1,4,fallback_support,1,0,0
not deliver,logistics,1,1,4,fallback_support,1,0,0
good man good behavior,logistics,2,2,3,behaviour,2,1,0
otp taken parcel not delivered fraud,logistics,0,0,4,fallback_support,0,4,3
delivery partner rude not understanding,logistics,0,0,3,behaviour,0,3,2
thank you for doorstep delivery,logistics,2,2,4,fallback_support,2,1,0
product not received at all,logistics,0,0,2,damage_lost,0,4,3
late delivery days,logistics,1,0,0,delay,0,0,1
weight missing in parcel received less quantity,logistics,1,0,4,fallback_support,0,0,0
delivery person info needed,logistics,1,1,4,fallback_support,1,0,0
dedicated delivery person cares for customer,logistics,1,1,4,fallback_support,1,0,0
delivery falsely marked refused twice,logistics,0,0,4,fallback_support,1,0,1
delivery boy came to door,logistics,1,1,4,fallback_support,1,0,0
service very time consuming,logistics,0,0,4,fallback_support,1,0,1
didnt deliver the parcel,logistics,0,0,4,fallback_support,1,0,1
wuality u rough fictionous for this price quality of satin average,logistics,1,1,4,fallback_support,1,0,0
nice fast service,logistics,2,2,4,fallback_support,2,1,0
confusing message,logistics,1,1,4,fallback_support,1,0,0
empty packet received,logistics,1,1,4,fallback_support,1,0,0
please try deliver on time,logistics,1,1,4,fallback_support,2,0,0
my order misplace not what order,logistics,0,0,4,fallback_support,1,0,1
everything is seamless thank you,logistics,2,2,4,fallback_support,2,1,0
parcel not received but marked delivered no call from courier,logistics,1,1,2,damage_lost,0,0,0
delivery marked delivered without receipt,logistics,0,0,4,fallback_support,1,0,1
shipment status wrongly showed incorrect address,logistics,0,0,5,tracking,0,3,2
delivery boy kind humble,logistics,2,2,4,fallback_support,2,1,0
keep up good work,logistics,2,2,4,fallback_support,2,1,0
item not receive,logistics,1,1,4,fallback_support,1,0,0
documents delivered to unknown person without verification security issue,logistics,1,0,4,fallback_support,0,0,0
parcel delivered to wrong person without verification,logistics,0,0,1,wrong_delivery,0,3,2
had to collect from hub,logistics,0,0,4,fallback_support,1,0,1
not doorstep delivery very poor service,logistics,0,0,4,fallback_support,0,3,2
good service by staff,logistics,2,2,4,fallback_support,2,1,0
delivery very late,logistics,0,0,0,delay,0,3,2
excellent efficient prompt service,logistics,2,2,4,fallback_support,2,1,0
shipment very slow,logistics,1,1,4,fallback_support,0,0,0
a at work my sister pick up my parcel she couldnt reach me on call so he have wait for just mins delivery partner rude my sister a say cancel order dont expect this from bluedart delivery atleast,logistics,0,0,3,behaviour,0,3,2
delivery delayed with no information provided,logistics,0,0,0,delay,0,3,2
nothing add all good,logistics,1,2,4,fallback_support,2,1,0
no change required,logistics,1,1,4,fallback_support,1,0,0
courier fraud never received,logistics,0,0,2,damage_lost,0,4,3
delivery of card very delayed,logistics,0,0,0,delay,0,3,2
shipment should have been delivered yesterday,logistics,1,1,4,fallback_support,1,0,0
blue dart brand trust,logistics,1,1,4,fallback_support,1,0,0
very late delivery,logistics,1,0,0,delay,0,0,1
fake delivery attempts no contact,logistics,0,0,4,support,0,3,2
delivery agent rude behaviour,logistics,0,0,3,behaviour,0,3,2
product not working want return,logistics,0,0,7,refund,0,4,3
product delivered on time,logistics,2,2,4,fallback_support,2,1,0
tracking report incorrect falsely marked door closed,logistics,0,0,5,tracking,0,3,2
delivery status wrong falsely marked delivered,logistics,0,0,5,tracking,0,3,2
delivery route unnecessary delay,logistics,1,0,0,delay,0,2,2
parcel not receive,logistics,1,1,4,fallback_support,1,0,0
order marked delivered but item not received,logistics,0,0,2,damage_lost,0,4,3
delivery failed only SMS sent no delivery attempt,logistics,0,0,0,delay,0,3,2
delivery person handed parcel to unknown person without informing me,logistics,0,0,4,fallback_support,1,0,1
no issues,logistics,1,0,4,fallback_support,0,0,0
delivery done far away from my address,logistics,0,0,4,fallback_support,1,0,1
false delivered remark,logistics,1,1,4,fallback_support,1,0,0
package broken very bad,logistics,0,0,2,damage_lost,0,4,3
received ok,logistics,1,1,4,fallback_support,1,0,0
scheduled delivery refused home delivery,logistics,0,0,4,fallback_support,1,0,1
parcel reached hub delay after that,logistics,1,0,0,delay,0,2,2
nce,logistics,1,1,4,fallback_support,1,0,0
fast delivery,logistics,2,2,4,fallback_support,2,1,0
best delevery person good behaviour,logistics,2,2,3,behaviour,2,1,0
do not want,logistics,1,1,4,fallback_support,1,0,0
delivery person polite and helpful,logistics,2,2,4,fallback_support,2,1,0
fraud parcel delivered unacceptable,logistics,0,0,4,fallback_support,1,4,3
delivery boy used arrogant language,logistics,0,0,4,fallback_support,1,0,1
well service on time delivery,logistics,1,1,4,fallback_support,2,0,0
good doorstep delivery,logistics,2,2,4,fallback_support,2,1,0
bad delivery agent behaviour no response,logistics,0,0,3,behaviour,0,3,2
delivery extremely delayed,logistics,0,0,0,delay,0,3,2
parcel not delivered no call received,logistics,0,0,3,behaviour,0,3,2
very bad customer support delayed delivery wrong tracking information,logistics,0,0,0,delay,0,3,2
item damaged in transit,logistics,1,0,2,damage_lost,0,3,3
package completely brokenminimum damage couse product but not as much a return itproduct a we order but shipment worst,logistics,0,0,2,damage_lost,0,4,3
false consignee unavailable update without attempt,logistics,0,0,4,fallback_support,1,0,1
outer box damaged inner safe,logistics,1,0,2,damage_lost,0,3,3
not receive,logistics,1,1,4,fallback_support,1,0,0
executive humble polite and respectful,logistics,2,2,4,fallback_support,2,1,0
received by brother not primary consignee,logistics,1,1,4,fallback_support,1,0,0
good delivering system,logistics,2,2,4,fallback_support,2,1,0
did not receive courier,logistics,0,0,2,damage_lost,0,4,3
product damage,logistics,1,0,2,damage_lost,1,0,0
address management issue in mobile banking app,logistics,1,0,4,fallback_support,0,0,0
wrong parcel given,logistics,0,0,4,fallback_support,0,3,2
responsible delivery service thank you,logistics,2,2,4,fallback_support,2,1,0
bad service of bluedart come take order from store,logistics,0,0,4,fallback_support,0,3,2
delivery code related query,logistics,1,0,0,delay,0,0,1
not delivered properly,logistics,0,0,4,fallback_support,0,3,2
delivery team unprofessional first mention a customer cancel with other not receive when complain high authority about consignment not receive then receive my package on same day unprofessional delivery team,logistics,0,0,5,tracking,0,3,2
very bad packing,logistics,0,0,4,fallback_support,0,3,2
all good service,logistics,2,2,4,fallback_support,2,1,0
return order by mistake,logistics,1,1,7,refund,1,0,0
very nice delivery,logistics,2,2,4,fallback_support,2,1,0
delivery delayed more than one day,logistics,0,0,0,delay,0,3,2
