text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
yes the bank could have given instructions to keep the pan card aadhar card pen and white paper ready,banking,1,5,13,1,4,0
executives to maintain dairy customer requirements,banking,1,5,13,1,4,0
time taken to open account should be minimize,banking,0,1,13,1,4,0
all good branch staff was good,banking,2,2,9,2,6,0
aapki vikas puri branch ke employee shayad nitin naam hai bahut badtameez hain unhe badal do bas baaki sab ok hai thank you,banking,0,1,9,0,0,2
your executive by the name shraddha who works in the chembur branch has been really helpful throughout the process i loved her attitude and behaviour there is nothing else required to improve the experience provided by the bank,banking,2,2,9,2,6,0
agent beabiher very bad,banking,0,1,13,0,4,0
agent needs to clearly explain that all documents that he is collecting is secure,banking,0,1,13,1,4,0
lack of knowledge of the banking services provided by the bank itself hence handling of customer are not at requirements result customer service is affected and to some extent customers are unnecessary harrassed,banking,0,1,13,1,4,0
however atitude and behaviour of all employees of the bank is excellent only lack of knowledge of the bank services offered by the bank itself it is due to inadequate training offered to staffs employees of the bank,banking,0,1,11,1,5,0
good service provided by your relationship manager rakesh kumar,banking,2,2,5,2,6,0
happy customer and you have great staff who is always ready to assist,banking,2,2,3,2,5,0
everything was good except the kyc during pm was terrible call got disconnected times i couldnt complete tried after pm it was smooth,banking,0,1,13,1,4,0
the staff promptness and service doesnt leave the need for anything else,banking,2,6,13,1,4,0
good behaviour by customer,banking,2,2,13,1,4,0
avoid miss selling,banking,0,1,13,1,4,0
service is very good and staff is very cooperative,banking,2,2,5,2,6,0
application is very technofriendly,banking,2,3,3,2,6,0
very poor knowledge and expertise on account opening procedure,banking,0,1,13,0,4,0
good effort from rahul a staff in idfc trivandrum vellayambalam branch,banking,2,2,9,2,6,0
bank employee shubham zende did smooth processing for ac opening,banking,2,2,5,2,6,0
explained all the benefits and features,banking,2,6,11,1,4,0
bankers get open account by telling nonsense promises n unethical practices dont go for idfc bank account,banking,0,1,13,1,4,0
be honest nd fair in your communication dont commit some thing which ur bankcant do,banking,0,1,13,1,4,0
good staff and good bank,banking,2,2,13,1,4,0
improve yr staff ability,banking,0,1,13,1,4,0
communicate information clearly,banking,1,3,13,1,4,0
at present no improvement necessary bank officials are good shri mallikarjun katkam having good knowledge of banking with idfc,banking,2,2,13,1,4,0
the behavior of the bank employees is good and the relationship managers are also goodnatured they treat you like family,banking,2,2,13,1,4,0
more personal attention by staff,banking,1,5,13,1,4,0
to be honest there is nothing to say overall wonderfull experience with account opening process,banking,2,3,13,1,4,0
dont tell a lie to ur valuable coustomer and dont waste a time yours as well as others also thank you,banking,0,1,5,2,6,0
would the best idfc bank for me good bank and customer care,banking,2,2,6,2,6,0
is it through upi or bank transfer etc,banking,1,5,13,1,4,0
after transaction its should not came please check your network connection please try again after sometime this should be corrected,banking,0,1,13,1,4,0
please transaction limit increase,banking,0,1,13,1,4,0
still not working after almost two weeks failed to even transfer money into my nro acct not sure how long will it take and the overall process is not clear,banking,0,0,13,0,4,0
add online joint account facility,banking,1,5,13,1,4,0
should be able to open joint account irrespective of the present address since you can take adhaar consent to self sign current address,banking,1,5,13,1,4,0
adding option to open select and wealth saving account online would be more beneficial and time saving for customers,banking,1,5,13,1,4,0
its should be in one attempt,banking,0,1,13,1,4,0
data fed by the agent while opening the account should be shown to the potential customer for correctness,banking,1,5,13,1,4,0
