text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
wrong color received want exchange,1,0,7,refund,0
only partial order received,1,1,4,fallback_support,1
best,2,2,4,fallback_support,2
amaze person,1,1,4,fallback_support,1
mixed feedback account opening delayed,1,0,0,delay,0
it take almost two week deliver my order,0,0,4,fallback_support,1
bad perfume itna mehnga perfume isse acha fogg hai,1,0,4,fallback_support,0
received bad product,0,0,4,fallback_support,0
excellent fast delivery within one day,2,2,4,fallback_support,2
fraud different product received,0,0,4,fallback_support,1
since last few month,1,1,4,fallback_support,1
order mismatch issue,0,0,4,fallback_support,0
delivery made in my absence,1,1,4,fallback_support,1
delivery boy not doorstep village shop delivery bank card loss bad service,0,0,4,fallback_support,0
easy delivery,1,1,4,fallback_support,1
wanted to cancel order but delivery person did not contact and delivered to security guard,0,0,3,behaviour,1
promise kept,1,1,4,fallback_support,1
ahead of time delivery,2,2,4,fallback_support,2
irritating service order stuck in city no help,0,0,4,fallback_support,0
too much delay,0,0,0,delay,0
best team,2,2,4,fallback_support,2
delivered on time but no return option and customer not contacted when call failed,0,0,7,refund,1
received at location,1,1,4,fallback_support,1
delivered one day early very happy,2,2,4,fallback_support,2
yas,1,1,4,fallback_support,1
out of station reason falsely marked,0,0,4,fallback_support,1
didnt receive my parcel yet,0,0,4,fallback_support,1
u do excellent job keep it up,2,2,4,fallback_support,2
didnt receive my package,0,0,4,fallback_support,1
packaging open internal product packaging also open,1,1,4,fallback_support,1
fake refused status forced pickup,0,0,4,fallback_support,0
packaging completely different leaking product,1,1,2,damage_lost,1
provide promised delivery timeline,1,1,4,fallback_support,1
no complaints,1,1,4,support,0
prompt polite speedy delivery,2,2,4,fallback_support,2
not good delivery agent call missed marked undelivered had to collect from office,0,0,4,support,2
documents not received parcel missing,0,0,2,damage_lost,0
product fake,0,0,4,fallback_support,0
service not well,0,0,4,fallback_support,1
fake delivery update by agent,1,1,4,fallback_support,0
nice delivery,2,2,4,fallback_support,2
delivery boy very polite and on time,2,2,4,fallback_support,2
processing charge query,1,1,4,support,1
not received parcel yet,1,1,2,damage_lost,0
no word,1,1,4,fallback_support,1
bahut bekar delivery din lag gaye,1,1,4,fallback_support,0
parcel still not received,0,0,2,damage_lost,0
package damaged externally improve delivery quality,1,0,2,damage_lost,0
did not receive my parcel,0,0,2,damage_lost,0
really fast delivery,2,2,4,fallback_support,2
dint receive it,1,1,4,fallback_support,1
courier not deliver,0,0,4,fallback_support,1
most unreliable frequent delays,0,0,0,delay,0
tooo late delivery joke,0,0,0,delay,0
no one at home who accepted delivery,1,1,4,fallback_support,1
very satisfied cooperative service,2,2,4,fallback_support,2
expected delivery date not met,1,1,4,fallback_support,1
late delivery unacceptable,0,0,0,delay,0
scam product no primer received only mascara,0,0,4,fallback_support,1
Good working bank ,2,2,4,fallback_support,2
fake product delivered,1,1,4,fallback_support,0
should notify customer in every hub parcel reach,1,1,4,fallback_support,1
best courier service,2,2,4,fallback_support,2
delivery not attempted but resolved after complaint very satisfied,2,2,0,delay,0
wrong delivery updates should not be done,1,0,4,fallback_support,0
excellent service by bluedart staff,2,2,4,fallback_support,2
delivery agent did not call me,0,0,3,behaviour,1
status shows delivered but courier not received,0,0,2,damage_lost,0
trash found inside parcel box,0,0,4,fallback_support,1
delivery boy humble and polite,2,2,4,fallback_support,2
give different item support not helpful,1,1,4,support,0
good delivery,2,2,4,fallback_support,2
very late delivery with false updates,0,0,0,delay,0
please call again,1,1,4,support,1
very nice helpful delivery staff,2,2,4,fallback_support,2
delivery partner inappropriate behavior at window,1,1,3,behaviour,1
already served,1,1,4,fallback_support,1
delivery refused had to go 3km away,0,0,4,fallback_support,1
they raised failed delivery without calling,0,0,4,support,1
delivery boy refused doorstep delivery and behaved very badly,0,0,4,fallback_support,0
not deliver at my address ask come nearby,0,0,4,fallback_support,1
delivery staff talked rudely,0,0,3,behaviour,0
delivery delayed birthday gift impacted,1,0,0,delay,0
want to return parcel received wrong item,0,0,7,refund,0
not receive order pankaj not priya waiting more than week,0,0,4,fallback_support,1
delivery partner did not call and product not received,0,0,2,damage_lost,0
return option missing after order,1,0,7,refund,0
this very poor irresponsible service receive my courier after fifteen day,0,0,4,fallback_support,0
appreciate effort despite delay,2,0,0,delay,0
delivery team updated status without calling unacceptable,1,1,4,support,1
team delivered correct product to address appreciate effort,2,2,4,fallback_support,2
need return item,1,1,7,refund,1
bad experience with delivery vendor,0,0,4,fallback_support,0
good but not up to mark,1,2,4,fallback_support,2
parcel not delivered,0,0,4,fallback_support,0
she deliver at security gate,1,1,4,fallback_support,1
very poor service expected delivery by 1st oct fake update customer not available caused penalty due to delay,0,0,0,delay,0
severely damaged packaging contents spilled,0,0,2,damage_lost,0
try deliver same date when delivery status show in order,1,1,4,fallback_support,1
prompt delivery even at different address,2,2,4,fallback_support,2
defective product want return,1,1,7,refund,1
not applicable,0,0,4,fallback_support,1
delivery boy lied about attempt,0,0,4,fallback_support,1
product quality not good,0,0,4,fallback_support,2
fast delivery neutral experience,1,1,4,fallback_support,2
earbuds box scratched poor product quality,0,0,4,fallback_support,0
overselling concerns,1,1,4,fallback_support,1
good performance delivery team,2,2,4,fallback_support,2
very bad service without call and repeated delays,0,0,0,delay,0
verification required,1,1,4,fallback_support,1
order marked delivered but not received,1,1,2,damage_lost,0
staff behavior not good,0,0,3,behaviour,2
bad service coordination by logistics partner,0,0,4,fallback_support,0
poor performance failed to deliver on time and place,0,0,4,fallback_support,0
collected parcel from office no home delivery,0,0,4,fallback_support,1
no call from delivery agent forced office pickup bad service,0,0,3,behaviour,0
superb service by delivery personnel,2,2,4,fallback_support,2
wrong receiver name unprofessional,0,0,3,behaviour,0
did not get ordered book want return,0,0,7,refund,0
abc,1,1,4,fallback_support,1
wrong fake product dilevered,0,0,4,fallback_support,0
delivery details required,1,1,4,fallback_support,1
video kyc smooth secure delivery with minimal id sharing,2,2,4,fallback_support,2
online kyc process needs improvement,1,1,4,fallback_support,1
ok fragile items should not be delivered on bike,1,1,4,fallback_support,1
delivery person misled saying he arrived waited long very bad experience,0,0,4,fallback_support,0
fraud by company,1,1,4,fallback_support,1
it is not my order,0,0,1,wrong_delivery,0
passbook printing facility required at branch,1,1,4,fallback_support,1
delivery always reschedule mark consignee not available,1,1,4,fallback_support,1
continue with same spirit,1,1,4,fallback_support,1
extremely poor service courier did not deliver card at office address official complaint raised,0,0,4,support,0
wrong item delivered,1,0,4,fallback_support,0
product different from video shown,1,1,4,fallback_support,1
who abishek,1,1,4,fallback_support,1
video kyc interrupted multiple times,1,1,4,fallback_support,1
item damaged,0,0,2,damage_lost,0
delivery executive missed call no follow up,0,0,4,support,1
bad service,0,0,4,fallback_support,0
service not liked,1,1,4,fallback_support,1
wrong flip cover delivered instead of ordered product,0,0,4,fallback_support,0
prompt delivery without unnecessary calls,1,1,4,support,2
parcel delivered to wrong floor wrong person,0,0,1,wrong_delivery,0
delivery person didnt call held consignment,0,0,5,tracking,1
it is ok,1,1,4,fallback_support,1
parcel delayed despite multiple complaints,0,0,0,delay,0
delivery executive lied,0,0,4,fallback_support,1
not delivered,0,0,4,fallback_support,0
doorstep delivery no unnecessary calls satisfied,2,2,4,support,2
forced market pickup not doorstep delivery risky for bank documents,1,1,4,fallback_support,1
item not deliver,1,1,4,fallback_support,1
order delayed,0,0,0,delay,0
delivery agent called and delivered to office address,1,1,4,support,1
love product quality excellent,2,2,4,fallback_support,2
delivery person talked rudely no manners during delivery,0,0,3,behaviour,0
okay,1,1,4,fallback_support,1
delivery staff behaviour was good,2,2,3,behaviour,2
thank you service appreciated,2,2,4,fallback_support,2
quick service,2,2,4,fallback_support,2
credit card features miscommunicated,1,1,4,fallback_support,1
bad service received,0,0,4,fallback_support,0
really appreciate delivery partner patience dedication,2,2,4,fallback_support,2
item not delivered to me,0,0,4,fallback_support,0
not time delivery,1,1,4,fallback_support,1
order received safely,2,2,4,fallback_support,2
behaviour not good,0,0,3,behaviour,2
did not like product quality,0,0,4,fallback_support,1
bad experience with delivery staff cheap service,0,0,4,fallback_support,0
delivery partner demanded extra charges to deliver at my address,0,0,6,pricing,1
humble excellent service,2,2,4,fallback_support,2
size not perfect,1,2,4,fallback_support,2
best agent,1,1,4,fallback_support,1
not received any courier,0,0,2,damage_lost,0
Not proper service,0,0,4,fallback_support,1
super fast service,2,2,4,fallback_support,2
dont receive anything,1,1,4,fallback_support,1
share delivery date time in advance,1,1,4,fallback_support,1
ruthless aggressive delivery boy,0,0,4,fallback_support,1
want return my order,1,1,7,refund,1
poor internal team coordination,1,1,4,fallback_support,0
please call before delivery otherwise service superb,2,2,4,support,2
zero balance account misrepresented minimum balance demanded scam,0,0,4,fallback_support,1
good person delivery staff,2,2,4,fallback_support,2
item damaged please return this,0,0,2,damage_lost,0
no home delivery available,1,1,4,fallback_support,1
bad courier experience lifetime worst,1,0,4,fallback_support,0
delivery agent rude communication,0,0,3,behaviour,0
defective item,1,1,4,fallback_support,1
Everything looks good but no email transaction alerts received,2,2,4,fallback_support,2
delivery person lacks customer behaviour will not recommend bluedart,0,0,3,behaviour,1
no call received,1,1,3,behaviour,1
order delayed had to collect myself,0,0,0,delay,0
same day delivery started by bluedart great service,2,2,4,fallback_support,2
easy account opening within 2 minutes,2,2,4,fallback_support,2
order arrived damaged,1,0,2,damage_lost,0
koi deliver karne aaya hi tha,1,1,4,fallback_support,1
delivery staff rude attitude,0,0,3,behaviour,0
delivery agent did not call status shows delivered,0,0,3,behaviour,1
