text,sentiment,customer_intent,primary_aspect,aspect_flag
polite behaviour timely delivery item with not any disturbance,2,2,4,fallback_support
could be faster,1,1,4,fallback_support
executive humble polite well mannered,2,2,4,fallback_support
nothing,1,1,4,fallback_support
fast delivery,1,1,4,fallback_support
marked consignee not available falsely,0,0,4,fallback_support
unsecured delivery without OTP verification,0,0,4,fallback_support
no call received for delivery,1,1,3,behaviour
courier fraud paid order scam,1,1,4,fallback_support
delivery boy very polite and helpful,2,2,4,fallback_support
very fast service,2,2,4,fallback_support
repeatedly had to collect parcel from hub,0,0,4,fallback_support
not good product,0,0,4,fallback_support
excellent work by staff,2,2,4,fallback_support
shipment supposed to be delivered earlier but fake delivery attempt message shown,0,0,4,fallback_support
do not get any parcel no call for delivery,0,0,3,behaviour
delivery staff rude behaviour,0,0,3,behaviour
delivery boy polite good,1,2,4,fallback_support
bad service never seen before,0,0,4,fallback_support
delivery executive hand over hdfc kit to unknown maid,1,1,4,fallback_support
delivery date not met,1,1,4,fallback_support
it not delivered yet but status marked delivered without passcode,0,0,4,fallback_support
product not received and no call,0,0,2,damage_lost
disciplined delivery,2,2,4,fallback_support
fake retailer report on website,0,0,4,fallback_support
satisfactory,2,2,4,fallback_support
leave parcel with security without informing,1,1,4,fallback_support
abusive language,1,1,4,fallback_support
delivery done on time,2,2,4,fallback_support
delivery executive showed great respect,2,2,4,fallback_support
outstanding,1,1,4,fallback_support
asked to collect parcel downstairs instead of doorstep delivery,1,1,4,fallback_support
delivery agent deserves appreciation token,2,2,4,fallback_support
bad experience on this order for past day not get not correct response,0,0,4,fallback_support
delivery completed smoothly and on time,2,2,4,fallback_support
delivery faster than expectation,2,2,4,fallback_support
very good service overall,2,2,4,fallback_support
shipping on time but parcel stuck at hub,1,1,4,fallback_support
delivery person availability issue,1,0,4,fallback_support
order cancelled request,0,0,4,fallback_support
bad product,0,0,4,fallback_support
delivery guidance good behaviour,1,2,4,fallback_support
good satisfied,2,2,4,fallback_support
item not received only papers,1,1,2,damage_lost
no call no update long wait cancel if not delivered,1,0,5,tracking
delivery delayed by one day,0,0,0,delay
order delivered on promised time,2,2,4,fallback_support
order not delivered payment done still waiting,0,0,0,delay
shipment damaged and delivery status updated incorrectly multiple times,0,0,2,damage_lost
delivery boy rude with family,0,0,3,behaviour
refund requested for poor quality product,0,0,7,refund
credit card delivery delayed despite location clarification,1,0,0,delay
delivery not done,0,0,4,fallback_support
delivery boy should attempt second call,0,0,4,support
order very late,0,0,0,delay
false delivery status repeatedly updated,0,0,4,fallback_support
received empty box with paper inside product missing,0,0,2,damage_lost
delivery person spoke angrily and insulted woman at my house,0,0,4,fallback_support
return requested product not working,0,0,4,fallback_support
delivery team reported wrong house number without calling,0,0,4,support
really good,2,2,4,fallback_support
reduce price no delivery charge suggestion,1,1,4,fallback_support
on time prompt delivery,1,1,4,fallback_support
Online system is excellent mobile app is very user friendly,2,2,4,fallback_support
good service overall,2,2,4,fallback_support
delivery staff misbehaved during document delivery,0,0,3,behaviour
fake item bring,1,1,4,fallback_support
fraud website low quality no refund,0,0,7,refund
delivery agent kind and ensured reattempt successful delivery,2,2,4,fallback_support
very poor service medicine delivery delayed,0,0,0,delay
not receive any product,1,1,4,fallback_support
Paes only pass,1,1,4,fallback_support
good time bound service,2,2,4,fallback_support
cancel order,0,0,4,fallback_support
very particular service,1,1,4,fallback_support
delivery time mismatch reschedule issue,0,0,4,fallback_support
delivery boy decent on time but contact number needed,1,1,4,support
bad quality product received,0,0,4,fallback_support
great job delivery team,2,2,4,fallback_support
try give whatsapp update,1,1,4,fallback_support
username change suggestion for security,1,1,4,fallback_support
fake product delivered,0,0,4,fallback_support
delivery boy argued and behaved badly,0,0,3,behaviour
no call had to go office,0,0,3,behaviour
complete satisfaction with recent delivery handle by blue dart,2,2,4,fallback_support
product information missing no contact number,1,0,4,support
delivery partner always gives excuse,0,0,4,fallback_support
very nice delivery service,2,2,4,fallback_support
baat karne ki tameez nahi very poor,0,0,4,fallback_support
delivery without trouble,2,2,4,fallback_support
delivery person humble polite professional,2,2,4,fallback_support
didnt receive parcel but marked delivered,0,0,4,fallback_support
super service no problem,2,0,4,fallback_support
superfast delivery,2,2,4,fallback_support
fake parcel delivered fraud reported,0,0,4,fallback_support
reduce otp dependency,1,1,4,fallback_support
consignment marked consignee unavailable without visit had to self collect,0,0,5,tracking
delivery boy rude and unprofessional,0,0,3,behaviour
my package supposed to be delivered previous day but delay created serious issue,0,0,0,delay
wrong product received,0,0,4,fallback_support
very poor,0,0,4,fallback_support
unable to get local language support customer care,0,0,4,support
although location far from delivery point,1,1,4,fallback_support
delivery,1,1,4,fallback_support
no customer care support,0,0,4,support
order damaged please return,0,0,2,damage_lost
order not delivered on scheduled date,0,0,4,fallback_support
IDFC bank achhi bank hai,1,1,4,fallback_support
excellent work by nikhil,2,2,4,fallback_support
parcel delivered to apartment security without consent unacceptable,1,1,4,fallback_support
agent delivered product without my consent,0,0,4,fallback_support
excellent delivery behaviour polite staff,2,2,4,fallback_support
no call received but message shows delivered,0,0,3,behaviour
delivery service terrible despite correct address,0,0,4,fallback_support
called to collect parcel delivery boy absent,1,1,4,support
colour different,1,1,4,fallback_support
very polite behaviour of delivery man,1,1,4,fallback_support
goo d,1,1,4,fallback_support
please tell me whom my parcel was delivered to,1,1,4,fallback_support
fantastic delivery very fast delivery,2,2,4,fallback_support
leave packet outside security concern,1,1,4,fallback_support
shipment called to alternate place for delivery,1,1,4,support
delivery guy was very rude,0,0,3,behaviour
important document security measures need improvement,1,1,4,fallback_support
not good not bad,1,0,4,fallback_support
courier delivered without handover to me,0,0,4,fallback_support
no call received parcel not delivered,1,0,3,behaviour
amazing service best in india,2,2,4,fallback_support
not yet received product,0,0,4,fallback_support
very good service in this courier,2,2,4,fallback_support
polite interaction,2,2,4,fallback_support
worst banking service unacceptable,0,0,4,fallback_support
product receive damage,0,0,2,damage_lost
good communication skills,2,2,4,fallback_support
so far good,2,2,4,fallback_support
request delivery on promised date,1,1,4,fallback_support
product return requested,1,1,4,fallback_support
didnt get my delivery expected early,0,0,4,fallback_support
bad service again,0,0,4,fallback_support
nice,1,2,4,fallback_support
ordered different item received different product very poor service,0,0,4,fallback_support
cancel my order,0,0,4,fallback_support
delivery agent should address name correctly,1,1,4,fallback_support
excellent service provider,2,2,4,fallback_support
sometimes delay happens,1,0,0,delay
parcel not delivered need receiver signature,0,0,4,fallback_support
stupid very bad product earing missingcheating return my product,0,0,4,fallback_support
cheap duplicate product delivered fraud,0,0,4,fallback_support
delivery except date but order today deliver bhut hi slow delivery h helpline number pr koi response ni h,1,1,4,support
delivery person very sweet,2,2,4,fallback_support
disappointing branch behaviour delay delivery,0,0,0,delay
every delivery person should speak politely,1,1,4,fallback_support
v good service prompt,2,2,4,fallback_support
wrong product delivered,0,0,4,fallback_support
delivery person did not call even once,1,1,3,behaviour
delivery took too long,1,1,4,fallback_support
great service with timely updates,2,2,4,fallback_support
awesome service,1,2,4,fallback_support
wrong product delivered fraud,1,0,4,fallback_support
self,1,1,4,fallback_support
ordered large size delivered wrong size,0,0,4,fallback_support
wrong product and bad experience,0,0,4,fallback_support
product not delivered please contact,0,0,4,support
he rude,0,0,3,behaviour
your service so good,2,2,4,fallback_support
wrong saree sent customer cheated wants return,0,0,4,fallback_support
shipment called to alternate location,1,1,4,support
cheated with wrong product,0,0,4,fallback_support
wrong shipment received,0,0,4,fallback_support
consignment not delivered at doorstep delayed,0,0,0,delay
service good overall,1,2,4,fallback_support
damaged box due to mishandling,0,0,2,damage_lost
super service good staff,2,2,4,fallback_support
