text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority,primary_aspect_name
false delivery status repeatedly updated,logistics,0,0,7,fallback_support,1,0,1,service_quality
received empty box with paper inside product missing,logistics,0,0,5,damage_lost,0,4,3,damaged_package
delivery person spoke angrily and insulted woman at my house,logistics,0,0,7,fallback_support,1,0,1,service_quality
return requested product not working,logistics,0,0,7,refund,0,4,3,service_quality
delivery team reported wrong house number without calling,logistics,0,0,7,wrong_delivery,0,3,2,service_quality
really good,logistics,2,2,7,fallback_support,2,1,0,service_quality
reduce price no delivery charge suggestion,logistics,1,1,7,fallback_support,1,0,0,service_quality
on time prompt delivery,logistics,1,1,7,fallback_support,2,0,0,service_quality
Online system is excellent mobile app is very user friendly,logistics,2,2,7,fallback_support,2,1,0,service_quality
good service overall,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery staff misbehaved during document delivery,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
fake item bring,logistics,1,1,7,fallback_support,0,0,0,service_quality
fraud website low quality no refund,logistics,0,0,7,refund,0,4,3,service_quality
delivery agent kind and ensured reattempt successful delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
very poor service medicine delivery delayed,logistics,0,0,0,delay,0,3,2,delivery_failures
not receive any product,logistics,1,1,7,fallback_support,1,0,0,service_quality
Paes only pass,logistics,1,1,7,fallback_support,1,0,0,service_quality
good time bound service,logistics,2,2,7,fallback_support,2,1,0,service_quality
cancel order,logistics,0,0,7,fallback_support,1,0,1,service_quality
very particular service,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery time mismatch reschedule issue,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery boy decent on time but contact number needed,logistics,1,1,7,support,2,0,0,service_quality
bad quality product received,logistics,0,0,7,fallback_support,0,3,2,service_quality
great job delivery team,logistics,2,2,7,fallback_support,2,1,0,service_quality
try give whatsapp update,logistics,1,1,7,fallback_support,1,0,0,service_quality
username change suggestion for security,logistics,1,1,7,fallback_support,1,0,0,service_quality
fake product delivered,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery boy argued and behaved badly,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
no call had to go office,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
complete satisfaction with recent delivery handle by blue dart,logistics,2,2,7,fallback_support,2,1,0,service_quality
product information missing no contact number,logistics,1,0,7,support,0,0,0,service_quality
delivery partner always gives excuse,logistics,0,0,7,fallback_support,1,0,1,service_quality
very nice delivery service,logistics,2,2,7,fallback_support,2,1,0,service_quality
baat karne ki tameez nahi very poor,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery without trouble,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person humble polite professional,logistics,2,2,7,fallback_support,2,1,0,service_quality
didnt receive parcel but marked delivered,logistics,0,0,7,fallback_support,1,0,1,service_quality
super service no problem,logistics,2,0,7,fallback_support,0,0,0,service_quality
superfast delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
fake parcel delivered fraud reported,logistics,0,0,7,fallback_support,0,4,3,service_quality
reduce otp dependency,logistics,1,1,7,fallback_support,1,0,0,service_quality
consignment marked consignee unavailable without visit had to self collect,logistics,0,0,4,tracking,1,0,0,tracking_updates
delivery boy rude and unprofessional,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
my package supposed to be delivered previous day but delay created serious issue,logistics,0,0,0,delay,0,3,2,delivery_failures
wrong product received,logistics,0,0,7,fallback_support,0,3,2,service_quality
very poor,logistics,0,0,7,fallback_support,0,3,2,service_quality
unable to get local language support customer care,logistics,0,0,3,support,1,0,1,customer_support
although location far from delivery point,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
no customer care support,logistics,0,0,3,support,1,0,1,customer_support
order damaged please return,logistics,0,0,5,damage_lost,0,4,3,damaged_package
order not delivered on scheduled date,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
IDFC bank achhi bank hai,logistics,1,1,7,fallback_support,1,0,0,service_quality
excellent work by nikhil,logistics,2,2,7,fallback_support,2,1,0,service_quality
parcel delivered to apartment security without consent unacceptable,logistics,1,1,7,fallback_support,1,0,0,service_quality
agent delivered product without my consent,logistics,0,0,7,fallback_support,1,0,1,service_quality
excellent delivery behaviour polite staff,logistics,2,2,7,behaviour,2,1,0,service_quality
no call received but message shows delivered,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
delivery service terrible despite correct address,logistics,0,0,7,fallback_support,1,0,1,service_quality
called to collect parcel delivery boy absent,logistics,1,1,7,support,1,0,0,service_quality
colour different,logistics,1,1,7,fallback_support,1,0,0,service_quality
very polite behaviour of delivery man,logistics,1,1,7,behaviour,2,0,0,service_quality
goo d,logistics,1,1,7,fallback_support,1,0,0,service_quality
please tell me whom my parcel was delivered to,logistics,1,1,7,fallback_support,1,0,0,service_quality
fantastic delivery very fast delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
leave packet outside security concern,logistics,1,1,7,fallback_support,1,2,1,service_quality
shipment called to alternate place for delivery,logistics,1,1,7,support,1,0,0,service_quality
delivery guy was very rude,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
important document security measures need improvement,logistics,1,1,7,fallback_support,1,0,0,service_quality
not good not bad,logistics,1,0,7,fallback_support,0,1,0,service_quality
courier delivered without handover to me,logistics,0,0,7,fallback_support,1,0,1,service_quality
no call received parcel not delivered,logistics,1,0,0,behaviour,0,0,0,delivery_failures
amazing service best in india,logistics,2,2,7,fallback_support,2,1,0,service_quality
not yet received product,logistics,0,0,7,fallback_support,1,0,1,service_quality
very good service in this courier,logistics,2,2,7,fallback_support,2,1,0,service_quality
polite interaction,logistics,2,2,7,fallback_support,2,1,0,service_quality
worst banking service unacceptable,logistics,0,0,7,fallback_support,0,3,2,service_quality
product receive damage,logistics,0,0,7,damage_lost,0,4,3,service_quality
good communication skills,logistics,2,2,7,fallback_support,2,1,0,service_quality
so far good,logistics,2,2,7,fallback_support,2,1,0,service_quality
request delivery on promised date,logistics,1,1,7,fallback_support,1,0,0,service_quality
product return requested,logistics,1,1,7,refund,1,0,0,service_quality
didnt get my delivery expected early,logistics,0,0,7,fallback_support,1,0,1,service_quality
bad service again,logistics,0,0,7,fallback_support,0,3,2,service_quality
nice,logistics,1,2,7,fallback_support,2,0,0,service_quality
ordered different item received different product very poor service,logistics,0,0,7,fallback_support,0,3,2,service_quality
cancel my order,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery agent should address name correctly,logistics,1,1,7,fallback_support,1,0,0,service_quality
excellent service provider,logistics,2,2,7,fallback_support,2,1,0,service_quality
sometimes delay happens,logistics,1,0,0,delay,0,2,2,delivery_failures
parcel not delivered need receiver signature,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
stupid very bad product earing missingcheating return my product,logistics,0,0,7,refund,0,4,3,service_quality
cheap duplicate product delivered fraud,logistics,0,0,7,fallback_support,1,4,3,service_quality
delivery except date but order today deliver bhut hi slow delivery h helpline number pr koi response ni h,logistics,1,1,3,support,1,0,0,customer_support
delivery person very sweet,logistics,2,2,7,fallback_support,2,1,0,service_quality
disappointing branch behaviour delay delivery,logistics,0,0,0,delay,0,3,2,delivery_failures
every delivery person should speak politely,logistics,1,1,7,fallback_support,2,0,0,service_quality
v good service prompt,logistics,2,2,7,fallback_support,2,1,0,service_quality
wrong product delivered,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery person did not call even once,logistics,1,1,2,behaviour,1,0,0,agent_behaviour
delivery took too long,logistics,1,1,0,fallback_support,1,0,0,delivery_failures
great service with timely updates,logistics,2,2,7,fallback_support,2,1,0,service_quality
awesome service,logistics,1,2,7,fallback_support,1,0,0,service_quality
wrong product delivered fraud,logistics,1,0,7,fallback_support,0,4,3,service_quality
self,logistics,1,1,7,fallback_support,1,0,0,service_quality
ordered large size delivered wrong size,logistics,0,0,7,fallback_support,0,3,2,service_quality
wrong product and bad experience,logistics,0,0,7,fallback_support,0,3,2,service_quality
product not delivered please contact,logistics,0,0,0,support,0,3,2,delivery_failures
he rude,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
your service so good,logistics,2,2,7,fallback_support,2,1,0,service_quality
wrong saree sent customer cheated wants return,logistics,0,0,7,refund,0,4,3,service_quality
shipment called to alternate location,logistics,1,1,7,support,1,0,0,service_quality
cheated with wrong product,logistics,0,0,7,fallback_support,0,4,3,service_quality
wrong shipment received,logistics,0,0,7,fallback_support,0,3,2,service_quality
consignment not delivered at doorstep delayed,logistics,0,0,0,delay,0,3,2,delivery_failures
service good overall,logistics,1,2,7,fallback_support,2,1,0,service_quality
damaged box due to mishandling,logistics,0,0,5,damage_lost,0,4,3,damaged_package
super service good staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
fraud product delivered different from advertisement refund requested,logistics,0,0,7,refund,0,4,3,service_quality
I have not received the order Here it is showing delivered,logistics,0,0,7,damage_lost,0,4,3,service_quality
warehouse staff lacks customer ethics,logistics,1,1,7,fallback_support,1,0,0,service_quality
defective product return policy needed,logistics,1,1,7,refund,1,0,0,service_quality
good product service,logistics,2,2,7,fallback_support,2,1,0,service_quality
wrong item delivered please refund,logistics,0,0,7,refund,0,4,3,service_quality
delivery executive threw parcel carelessly and did not ask for OTP,logistics,0,0,7,fallback_support,1,0,1,service_quality
courier not delivered but system shows delivered,logistics,1,0,0,tracking,0,0,1,delivery_failures
display product good but received product very bad quality,logistics,1,0,7,fallback_support,0,1,0,service_quality
he do not deliver parcel no phone call he do go office collect parcel,logistics,0,0,7,support,1,0,1,service_quality
payment done but product not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
very fast delivery and good staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
product miss,logistics,1,1,7,fallback_support,1,0,0,service_quality
unsatisfied feeling,logistics,1,1,7,pricing,1,1,0,service_quality
satisfied with communication with agent,logistics,2,2,7,fallback_support,2,1,0,service_quality
want to cancel my order,logistics,1,1,7,fallback_support,1,0,0,service_quality
too late delivery and no response to on-time delivery requests extremely disappointing,logistics,0,0,0,delay,0,3,2,delivery_failures
consignment not delivered to address,logistics,0,0,0,tracking,0,3,2,delivery_failures
order delayed after repeat followup,logistics,1,0,0,delay,0,2,2,delivery_failures
parcel delivered on estimated time accurately,logistics,2,2,7,fallback_support,2,1,0,service_quality
SENDING OF ATM CARD TO COMMUNICATION ADRESS AS REQUESTED BY CUSTOMER,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery handed to security gate but parcel missing,logistics,1,0,5,damage_lost,0,0,0,damaged_package
product not working,logistics,0,0,7,fallback_support,1,0,1,service_quality
